STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt
202604,대전광역시,유성구,1,6,8001,일반한식,828950000,22225
202605,서울특별시,마포구,1,6,4004,대형할인점,171030000,6428
202604,경기도,수원시 영통구,2,4,8006,서양음식,253580000,23206
202602,경상북도,안동시,1,4,8006,서양음식,63290000,4534
202605,충청북도,청주시 상당구,2,6,4010,편 의 점,64600000,6478
202605,경상남도,창원시 의창구,1,6,8001,일반한식,1171680000,30443
202605,경기도,광명시,1,5,8001,일반한식,828370000,21724
202601,경기도,부천시 원미구,2,5,4020,슈퍼 마켓,359170000,20006
202603,경상남도,창원시 의창구,1,3,4010,편 의 점,206000000,25747
202604,서울특별시,마포구,1,5,4004,대형할인점,133330000,5018
202606,경기도,양평군,1,1,8301,제 과 점,200000,47
202602,충청북도,청주시 흥덕구,1,2,4004,대형할인점,34800000,988
202604,경기도,파주시,2,2,4020,슈퍼 마켓,42230000,2017
202606,광주광역시,서구,1,2,8004,일식회집,25290000,502
202605,울산광역시,남구,2,3,4020,슈퍼 마켓,75280000,4886
202603,울산광역시,남구,1,6,4020,슈퍼 마켓,420160000,28803
202602,충청남도,공주시,1,3,8001,일반한식,161440000,11310
202606,광주광역시,북구,1,4,8005,중국음식,72900000,2787
202604,인천광역시,연수구,1,3,8001,일반한식,594540000,13597
202604,경상남도,김해시,3,6,4004,대형할인점,19470000,711
202606,부산광역시,연제구,1,3,8021,스넥,53890000,3293
202605,경기도,안산시 단원구,2,1,8001,일반한식,19420000,724
202601,대전광역시,서구,2,3,4010,편 의 점,152160000,17588
202603,부산광역시,사상구,1,1,8006,서양음식,12280000,1542
202605,강원특별자치도,춘천시,3,2,4020,슈퍼 마켓,18080000,1234
202602,경상북도,성주군,1,5,4004,대형할인점,12140000,418
202603,경기도,과천시,2,4,4010,편 의 점,31390000,4630
202603,부산광역시,부산진구,1,5,8301,제 과 점,72590000,6354
202605,경상남도,창원시 의창구,2,1,8021,스넥,1230000,107
202605,충청북도,진천군,1,4,8021,스넥,21640000,980
202606,경기도,안양시 동안구,2,5,8006,서양음식,163310000,16411
202606,대전광역시,서구,2,3,8021,스넥,37250000,2646
202601,경기도,용인시 수지구,2,6,8021,스넥,25550000,1732
202602,부산광역시,서구,1,2,8006,서양음식,30290000,4208
202602,서울특별시,중구,1,5,8021,스넥,104480000,5922
202602,서울특별시,영등포구,3,5,4010,편 의 점,76550000,8160
202605,대전광역시,대덕구,2,5,8001,일반한식,229320000,6019
202602,강원특별자치도,평창군,1,6,8001,일반한식,243610000,4346
202601,대전광역시,대덕구,2,5,8021,스넥,21360000,1340
202604,경기도,부천시 소사구,1,6,4010,편 의 점,161170000,21881
202602,인천광역시,남동구,2,6,4010,편 의 점,152160000,15965
202603,충청남도,당진시,1,6,8005,중국음식,43120000,1675
202602,경상북도,안동시,2,6,8001,일반한식,212220000,5386
202603,울산광역시,북구,1,5,4010,편 의 점,257500000,26724
202604,경기도,안양시 동안구,1,2,8006,서양음식,119230000,13375
202605,강원특별자치도,동해시,2,3,8006,서양음식,47260000,3666
202602,전라남도,목포시,2,3,8006,서양음식,97130000,7639
202601,세종특별자치시,세종특별자치시,2,4,8001,일반한식,389270000,11230
202601,대구광역시,남구,2,6,8021,스넥,32380000,2131
202606,부산광역시,연제구,2,2,8021,스넥,22200000,1888
202605,전라남도,강진군,1,6,4010,편 의 점,19540000,1643
202602,대구광역시,서구,1,3,4020,슈퍼 마켓,172730000,10223
202604,충청북도,충주시,3,6,8005,중국음식,7160000,247
202604,경기도,안양시 동안구,2,4,8006,서양음식,194410000,20176
202604,전라남도,나주시,2,5,8006,서양음식,52050000,4464
202603,전북특별자치도,전주시 덕진구,2,4,8301,제 과 점,42450000,3319
202602,경기도,파주시,1,4,4020,슈퍼 마켓,420320000,13115
202605,경상북도,영주시,1,5,8001,일반한식,374060000,8025
202602,충청북도,음성군,3,5,4010,편 의 점,38220000,3213
202606,경상북도,경주시,1,4,8004,일식회집,26720000,529
202606,경기도,부천시 소사구,2,6,8001,일반한식,294750000,8816
202603,강원특별자치도,홍천군,1,2,8001,일반한식,56140000,2513
202602,제주특별자치도,제주시,1,5,8004,일식회집,158320000,1974
202602,대구광역시,수성구,2,4,8301,제 과 점,91560000,6785
202606,서울특별시,동작구,2,5,8301,제 과 점,56070000,5707
202605,서울특별시,도봉구,1,4,8006,서양음식,95540000,10397
202606,경기도,평택시,3,4,8301,제 과 점,13610000,1180
202603,광주광역시,광산구,2,4,8005,중국음식,55580000,1866
202601,서울특별시,관악구,1,6,4020,슈퍼 마켓,609840000,38532
202605,경기도,안산시 상록구,1,3,4010,편 의 점,347960000,42849
202606,인천광역시,미추홀구,2,5,8301,제 과 점,42150000,3677
202606,충청북도,청주시 상당구,1,5,4020,슈퍼 마켓,170510000,8674
202602,충청남도,천안시 서북구,3,4,8006,서양음식,19890000,1645
202603,경상북도,칠곡군,2,5,4020,슈퍼 마켓,180630000,7852
202602,경상북도,칠곡군,2,6,4020,슈퍼 마켓,162120000,6690
202601,부산광역시,부산진구,1,6,8301,제 과 점,107710000,10071
202603,충청북도,옥천군,3,2,4010,편 의 점,12700000,2050
202603,경상북도,영덕군,2,6,4020,슈퍼 마켓,71990000,2731
202606,전라남도,곡성군,3,3,8006,서양음식,830000,76
202606,부산광역시,사상구,1,6,8006,서양음식,121050000,14758
202604,경상북도,영천시,1,4,8001,일반한식,181610000,4642
202603,경상남도,창원시 마산회원구,2,5,8001,일반한식,327770000,8682
202604,경기도,부천시 원미구,1,1,8301,제 과 점,2100000,286
202605,충청북도,진천군,1,5,8001,일반한식,320530000,8312
202603,경기도,포천시,2,2,8301,제 과 점,3280000,312
202602,전라남도,영암군,3,5,4010,편 의 점,10180000,938
202602,충청북도,옥천군,1,3,4010,편 의 점,24280000,2661
202602,대구광역시,중구,1,5,4010,편 의 점,135180000,17084
202602,서울특별시,금천구,1,5,4020,슈퍼 마켓,254450000,17100
202606,서울특별시,성북구,2,6,8021,스넥,57510000,4059
202603,부산광역시,동래구,1,3,8021,스넥,55970000,3410
202605,강원특별자치도,태백시,1,5,4010,편 의 점,50310000,5009
202605,전라남도,나주시,2,5,4020,슈퍼 마켓,94610000,3311
202602,경기도,안양시 동안구,1,6,4004,대형할인점,403670000,10943
202604,경기도,용인시 기흥구,2,3,4004,대형할인점,81080000,3401
202606,경기도,성남시 수정구,2,6,4010,편 의 점,94290000,10830
202604,경상북도,포항시 남구,2,5,8301,제 과 점,34310000,2532
202606,경상남도,창원시 성산구,1,5,8001,일반한식,1080410000,24772
202603,전라남도,목포시,1,2,4020,슈퍼 마켓,44910000,3187
202601,부산광역시,동래구,1,5,8021,스넥,92910000,5566
202606,경기도,안양시 만안구,2,4,8301,제 과 점,21320000,2170
202601,광주광역시,북구,2,3,8021,스넥,54180000,3654
202606,경기도,포천시,3,3,8021,스넥,8740000,446
202602,서울특별시,성동구,1,3,8005,중국음식,51160000,1800
202604,인천광역시,서구,2,3,4004,대형할인점,116710000,4540
202602,전라남도,여수시,1,3,8006,서양음식,162510000,11781
202603,서울특별시,동작구,2,6,8021,스넥,49690000,4025
202602,충청북도,청주시 서원구,1,6,4010,편 의 점,87730000,10037
202604,광주광역시,북구,2,5,8301,제 과 점,108780000,8256
202606,서울특별시,광진구,1,6,8004,일식회집,83380000,1738
202601,경기도,수원시 영통구,2,5,4020,슈퍼 마켓,160620000,8492
202604,충청북도,음성군,1,5,8006,서양음식,45330000,3117
202601,경기도,수원시 팔달구,1,6,8021,스넥,52510000,3134
202602,대구광역시,동구,2,1,8005,중국음식,1800000,122
202604,충청남도,천안시 서북구,2,2,8021,스넥,14570000,1042
202602,경기도,성남시 수정구,2,6,4010,편 의 점,81390000,8610
202601,충청남도,논산시,2,2,8005,중국음식,2110000,93
202606,경상북도,김천시,2,3,8001,일반한식,52690000,1443
202605,부산광역시,남구,2,6,8301,제 과 점,117940000,9597
202606,경상남도,거창군,2,4,4010,편 의 점,17390000,1722
202606,경기도,평택시,3,3,8301,제 과 점,14900000,1330
202605,경기도,수원시 팔달구,1,1,4010,편 의 점,28230000,5877
202606,경기도,고양시 덕양구,2,1,8301,제 과 점,980000,158
202605,경상북도,김천시,2,5,8006,서양음식,41050000,3030
202605,충청북도,청주시 서원구,3,5,8006,서양음식,16820000,1069
202603,경기도,시흥시,1,6,8301,제 과 점,68620000,5535
202602,대구광역시,북구,2,3,8005,중국음식,21480000,775
202606,광주광역시,동구,2,4,8006,서양음식,133020000,13385
202601,인천광역시,연수구,3,5,8006,서양음식,41930000,2805
202601,부산광역시,영도구,2,3,8001,일반한식,92660000,2313
202601,경상남도,함안군,2,4,8006,서양음식,18260000,1560
202603,서울특별시,마포구,3,3,8001,일반한식,86800000,2687
202604,부산광역시,부산진구,3,2,4010,편 의 점,81910000,10817
202604,서울특별시,강동구,1,6,4020,슈퍼 마켓,491420000,29958
202604,부산광역시,남구,2,5,4020,슈퍼 마켓,339710000,21099
202605,울산광역시,동구,1,4,4010,편 의 점,309550000,33339
202605,울산광역시,중구,1,5,8005,중국음식,35810000,1179
202606,대구광역시,남구,2,5,8301,제 과 점,37410000,3242
202603,서울특별시,종로구,1,6,8021,스넥,123530000,7509
202602,경기도,고양시 덕양구,2,4,4010,편 의 점,179750000,19755
202604,충청남도,예산군,2,6,8006,서양음식,37690000,2185
202603,경기도,성남시 수정구,2,5,4020,슈퍼 마켓,178350000,10083
202603,서울특별시,노원구,2,4,8001,일반한식,384240000,12292
202602,대구광역시,북구,2,6,4010,편 의 점,118660000,12687
202601,전라남도,장흥군,1,4,4020,슈퍼 마켓,41480000,1266
202602,강원특별자치도,동해시,1,2,4010,편 의 점,59560000,7888
202602,경기도,성남시 수정구,2,2,4020,슈퍼 마켓,13910000,1156
202602,경기도,수원시 권선구,2,1,4004,대형할인점,2580000,174
202605,충청북도,단양군,2,5,8021,스넥,17850000,1009
202603,경상남도,하동군,1,6,8006,서양음식,19260000,1400
202604,충청북도,제천시,3,6,8006,서양음식,5610000,458
202604,경기도,김포시,1,5,4004,대형할인점,257570000,7551
202603,경기도,양평군,2,2,8006,서양음식,17030000,1194
202606,경기도,용인시 기흥구,2,4,8021,스넥,43760000,2790
202606,경상북도,울릉군,1,3,4010,편 의 점,10370000,930
202606,부산광역시,남구,2,5,4020,슈퍼 마켓,361110000,20818
202606,부산광역시,연제구,1,2,8301,제 과 점,10620000,1209
202603,서울특별시,중구,2,5,8021,스넥,88220000,5745
202601,인천광역시,연수구,3,6,8006,서양음식,22230000,1429
202604,부산광역시,북구,2,4,8021,스넥,68640000,5114
202604,경기도,과천시,2,4,4020,슈퍼 마켓,27520000,1287
202604,광주광역시,광산구,1,2,8006,서양음식,132740000,16800
202602,대전광역시,대덕구,3,2,4010,편 의 점,19140000,2785
202605,경기도,수원시 영통구,3,4,8006,서양음식,24560000,1887
202602,서울특별시,광진구,2,5,8301,제 과 점,52270000,4826
202603,충청북도,음성군,2,3,8006,서양음식,20790000,1643
202605,부산광역시,중구,2,2,4020,슈퍼 마켓,6170000,754
202606,경기도,고양시 덕양구,1,2,8001,일반한식,187100000,5974
202603,충청북도,청주시 흥덕구,1,2,8005,중국음식,27440000,940
202605,경상남도,창원시 마산회원구,3,6,8005,중국음식,960000,35
202606,충청북도,음성군,2,6,4010,편 의 점,51690000,4668
202604,경기도,화성시 동탄구,1,4,8005,중국음식,83500000,2853
202605,서울특별시,도봉구,2,4,4020,슈퍼 마켓,100570000,6224
202602,경기도,구리시,2,4,8001,일반한식,218960000,5689
202605,경기도,수원시 팔달구,3,4,8001,일반한식,120030000,3417
202601,인천광역시,중구,1,6,8005,중국음식,87050000,2394
202603,경상북도,구미시,1,3,4010,편 의 점,548260000,65015
202603,경기도,포천시,3,5,8001,일반한식,47620000,1140
202602,경기도,부천시 원미구,x,x,8006,서양음식,92640000,11482
202604,인천광역시,중구,1,6,8005,중국음식,106970000,2961
202605,서울특별시,영등포구,3,5,8301,제 과 점,12200000,1117
202604,경기도,부천시 원미구,1,3,8021,스넥,61890000,3615
202606,경상남도,김해시,2,5,4020,슈퍼 마켓,441190000,20294
202605,경기도,오산시,1,4,8021,스넥,75440000,3907
202603,서울특별시,송파구,1,5,4020,슈퍼 마켓,363460000,23875
202605,경기도,동두천시,1,6,8006,서양음식,33770000,3091
202606,대전광역시,대덕구,1,6,8301,제 과 점,20830000,1953
202605,충청남도,공주시,3,2,4010,편 의 점,15240000,1907
202602,충청남도,공주시,3,2,4020,슈퍼 마켓,13460000,562
202606,전라남도,보성군,2,6,8005,중국음식,6280000,200
202605,제주특별자치도,서귀포시,x,x,4020,슈퍼 마켓,499230000,20442
202603,서울특별시,서대문구,3,5,8006,서양음식,12870000,1279
202605,서울특별시,송파구,1,6,8005,중국음식,149010000,4405
202601,부산광역시,동래구,1,4,4004,대형할인점,218590000,7586
202604,경상북도,안동시,3,2,4020,슈퍼 마켓,23100000,1245
202603,전북특별자치도,부안군,2,5,4010,편 의 점,19290000,1900
202604,서울특별시,동작구,x,x,4010,편 의 점,100870000,16565
202606,경기도,남양주시,2,3,4004,대형할인점,144670000,5061
202604,경상남도,창원시 진해구,1,2,8021,스넥,9390000,523
202602,세종특별자치시,세종특별자치시,1,6,4020,슈퍼 마켓,166750000,7929
202603,서울특별시,성북구,2,5,4004,대형할인점,145100000,6493
202602,전라남도,완도군,2,3,8001,일반한식,19100000,401
202606,서울특별시,서대문구,1,2,8021,스넥,39620000,3046
202604,전북특별자치도,완주군,1,5,4010,편 의 점,104600000,10726
202604,충청북도,청주시 청원구,2,2,4020,슈퍼 마켓,27810000,1417
202604,충청남도,부여군,2,5,8301,제 과 점,6560000,251
202606,경기도,부천시 소사구,2,5,4020,슈퍼 마켓,177750000,9919
202602,서울특별시,동작구,1,5,8021,스넥,69660000,4640
202601,경기도,양평군,2,5,4010,편 의 점,37260000,3600
202604,경기도,의왕시,2,4,8001,일반한식,162000000,3560
202606,서울특별시,성북구,3,3,4004,대형할인점,5790000,251
202604,경상북도,포항시 남구,1,2,8021,스넥,23450000,904
202604,울산광역시,중구,1,2,8021,스넥,11020000,587
202605,전북특별자치도,전주시 완산구,1,5,8006,서양음식,194170000,17569
202603,강원특별자치도,정선군,2,6,8006,서양음식,11370000,697
202602,부산광역시,해운대구,2,4,8301,제 과 점,94660000,7532
202606,서울특별시,중랑구,2,3,8301,제 과 점,27800000,3035
202602,부산광역시,수영구,2,4,8301,제 과 점,66440000,4795
202604,서울특별시,송파구,2,4,8301,제 과 점,102970000,9864
202606,경기도,광주시,2,5,8301,제 과 점,34720000,2705
202601,경기도,고양시 일산서구,1,5,8001,일반한식,550570000,16229
202606,경상북도,구미시,x,x,8006,서양음식,97530000,11884
202602,경기도,포천시,2,1,8001,일반한식,1900000,65
202601,서울특별시,금천구,2,3,8005,중국음식,41790000,1490
202606,경기도,용인시 기흥구,2,4,8301,제 과 점,52840000,5004
202605,광주광역시,동구,1,5,8006,서양음식,133070000,14384
202602,울산광역시,북구,1,1,8001,일반한식,12760000,412
202606,경상남도,창원시 의창구,2,6,8006,서양음식,97060000,8038
